task,image_id,attribute,image_path,mask_path,image_width,image_height,mask_width,mask_height,size_match,image_error,mask_error,status
task2,001260,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001260.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001260_attribute_negative_network.png,6688,4439,6688,4439,True,,,OK
task2,001261,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001261.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001261_attribute_negative_network.png,3072,2304,3072,2304,True,,,OK
task2,001262,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001262.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001262_attribute_negative_network.png,640,480,640,480,True,,,OK
task2,001263,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001263.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001263_attribute_negative_network.png,3072,2304,3072,2304,True,,,OK
task2,001264,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001264.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001264_attribute_negative_network.png,919,802,919,802,True,,,OK
task2,001265,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001265.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001265_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001266,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001266.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001266_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001267,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001267.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001267_attribute_negative_network.png,640,480,640,480,True,,,OK
task2,001268,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001268.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001268_attribute_negative_network.png,3872,2592,3872,2592,True,,,OK
task2,001269,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001269.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001269_attribute_negative_network.png,3024,2016,3024,2016,True,,,OK
task2,001270,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001270.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001270_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001271,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001271.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001271_attribute_negative_network.png,3872,2592,3872,2592,True,,,OK
task2,001272,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001272.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001272_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001273,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001273.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001273_attribute_negative_network.png,6688,4439,6688,4439,True,,,OK
task2,001274,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001274.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001274_attribute_negative_network.png,2816,2112,2816,2112,True,,,OK
task2,001275,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001275.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001275_attribute_negative_network.png,962,674,962,674,True,,,OK
task2,001276,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001276.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001276_attribute_negative_network.png,767,576,767,576,True,,,OK
task2,001277,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001277.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001277_attribute_negative_network.png,4288,2848,4288,2848,True,,,OK
task2,001278,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001278.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001278_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001279,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001279.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001279_attribute_negative_network.png,3024,2016,3024,2016,True,,,OK
task2,001280,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001280.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001280_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001281,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001281.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001281_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001282,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001282.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001282_attribute_negative_network.png,4288,2848,4288,2848,True,,,OK
task2,001283,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001283.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001283_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001284,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001284.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001284_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001285,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001285.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001285_attribute_negative_network.png,640,480,640,480,True,,,OK
task2,001286,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001286.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001286_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001287,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001287.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001287_attribute_negative_network.png,6681,4441,6681,4441,True,,,OK
task2,001288,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001288.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001288_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001289,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001289.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001289_attribute_negative_network.png,2592,1944,2592,1944,True,,,OK
task2,001290,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001290.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001290_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001291,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001291.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001291_attribute_negative_network.png,2048,1536,2048,1536,True,,,OK
task2,001292,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001292.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001292_attribute_negative_network.png,4288,2848,4288,2848,True,,,OK
task2,001293,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001293.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001293_attribute_negative_network.png,4288,2848,4288,2848,True,,,OK
task2,001294,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001294.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001294_attribute_negative_network.png,4288,2848,4288,2848,True,,,OK
task2,001295,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001295.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001295_attribute_negative_network.png,6601,4380,6601,4380,True,,,OK
task2,001296,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001296.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001296_attribute_negative_network.png,640,480,640,480,True,,,OK
task2,001297,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001297.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001297_attribute_negative_network.png,3072,2304,3072,2304,True,,,OK
task2,001298,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001298.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001298_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001299,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001299.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001299_attribute_negative_network.png,4288,2848,4288,2848,True,,,OK
task2,001300,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001300.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001300_attribute_negative_network.png,6708,4459,6708,4459,True,,,OK
task2,001301,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001301.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001301_attribute_negative_network.png,6601,4401,6601,4401,True,,,OK
task2,001302,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001302.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001302_attribute_negative_network.png,3072,2304,3072,2304,True,,,OK
task2,001303,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001303.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001303_attribute_negative_network.png,959,638,959,638,True,,,OK
task2,001304,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001304.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001304_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001305,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001305.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001305_attribute_negative_network.png,4288,2848,4288,2848,True,,,OK
task2,001306,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001306.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001306_attribute_negative_network.png,6681,4401,6681,4401,True,,,OK
task2,001307,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001307.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001307_attribute_negative_network.png,3024,2016,3024,2016,True,,,OK
task2,001308,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001308.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001308_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001309,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001309.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001309_attribute_negative_network.png,4288,2848,4288,2848,True,,,OK
task2,001310,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001310.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001310_attribute_negative_network.png,3024,2016,3024,2016,True,,,OK
task2,001311,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001311.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001311_attribute_negative_network.png,6715,4457,6715,4457,True,,,OK
task2,001312,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001312.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001312_attribute_negative_network.png,2048,1536,2048,1536,True,,,OK
task2,001313,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001313.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001313_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001314,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001314.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001314_attribute_negative_network.png,2592,1936,2592,1936,True,,,OK
task2,001315,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001315.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001315_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001316,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001316.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001316_attribute_negative_network.png,4288,2848,4288,2848,True,,,OK
task2,001317,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001317.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001317_attribute_negative_network.png,3072,2304,3072,2304,True,,,OK
task2,001318,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001318.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001318_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001319,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001319.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001319_attribute_negative_network.png,1008,711,1008,711,True,,,OK
task2,001320,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001320.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001320_attribute_negative_network.png,3072,2304,3072,2304,True,,,OK
task2,001321,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001321.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001321_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001322,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001322.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001322_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001323,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001323.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001323_attribute_negative_network.png,4288,2848,4288,2848,True,,,OK
task2,001324,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001324.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001324_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001325,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001325.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001325_attribute_negative_network.png,1504,1129,1504,1129,True,,,OK
task2,001326,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001326.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001326_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001327,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001327.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001327_attribute_negative_network.png,3072,2304,3072,2304,True,,,OK
task2,001328,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001328.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001328_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001329,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001329.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001329_attribute_negative_network.png,3072,2304,3072,2304,True,,,OK
task2,001330,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001330.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001330_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001331,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001331.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001331_attribute_negative_network.png,2592,1936,2592,1936,True,,,OK
task2,001332,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001332.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001332_attribute_negative_network.png,6641,4421,6641,4421,True,,,OK
task2,001333,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001333.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001333_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001334,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001334.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001334_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001335,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001335.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001335_attribute_negative_network.png,2313,1985,2313,1985,True,,,OK
task2,001336,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001336.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001336_attribute_negative_network.png,4288,2848,4288,2848,True,,,OK
task2,001337,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001337.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001337_attribute_negative_network.png,3072,2304,3072,2304,True,,,OK
